time,gFx,gFy,gFz,TgF
0.120848229,0.0007,-0.0022,0.9968,1.009
0.130245521,-0.0002,-0.0029,0.9971,1.009
0.13057526,0.0000,-0.0017,0.9963,1.008
0.130744531,0.0005,-0.0007,0.9954,1.007
0.130855677,0.0000,-0.0015,0.9966,1.008
0.13168776,0.0017,-0.0017,0.9956,1.007
0.136883333,0.0017,0.0007,0.9968,1.008
0.137169792,-0.0002,0.0000,0.9976,1.009
0.138681354,0.0005,-0.0012,0.9971,1.009
0.141276354,-0.0002,-0.0037,0.9958,1.008
0.143674687,0.0022,-0.0022,0.9968,1.009
0.148486458,0.0005,-0.0012,0.9956,1.007
0.149087239,0.0015,-0.0024,0.9949,1.007
0.152682969,0.0024,-0.0007,0.9968,1.009
0.153345989,0.0005,-0.0010,0.9961,1.008
0.156333906,-0.0002,-0.0017,0.9934,1.005
0.157983698,0.0022,-0.0010,0.9946,1.006
0.160980521,0.0027,-0.0005,0.9944,1.006
0.16597401,0.0005,-0.0039,0.9946,1.007
0.168973385,-0.0005,-0.0020,0.9976,1.009
0.169488854,0.0002,-0.0010,0.9963,1.008
0.170107239,0.0010,-0.0022,0.9956,1.007
0.178245677,0.0005,-0.0017,0.9954,1.007
0.178878906,0.0012,-0.0020,0.9929,1.005
0.179673229,-0.0002,-0.0012,0.9961,1.008
0.180219531,0.0017,-0.0010,0.9958,1.008
0.181985,0.0022,-0.0022,0.9968,1.009
0.186457031,0.0024,0.0012,0.9949,1.006
0.187066771,0.0012,-0.0029,0.9963,1.008
0.189389948,0.0017,-0.0037,0.9949,1.007
0.192088854,0.0010,-0.0022,0.9963,1.008
0.194128646,0.0017,-0.0017,0.9951,1.007
0.196529427,-0.0010,-0.0027,0.9961,1.008
0.199008437,0.0015,-0.0017,0.9944,1.006
0.202842083,0.0015,-0.0010,0.9963,1.008
0.203595,0.0022,-0.0027,0.9980,1.010
0.206094219,0.0017,-0.0002,0.9956,1.007
0.208479739,0.0020,-0.0024,0.9924,1.004
0.210743125,0.0007,-0.0010,0.9951,1.007
0.213185104,0.0010,-0.0017,0.9976,1.009
0.215684792,0.0010,-0.0027,0.9968,1.009
0.218026198,0.0010,-0.0044,0.9951,1.007
0.220371823,0.0010,-0.0002,0.9951,1.007
0.22292625,0.0007,-0.0017,0.9944,1.006
0.225273177,0.0020,-0.0024,0.9951,1.007
0.227663281,0.0017,-0.0032,0.9973,1.009
0.233543281,0.0005,-0.0007,0.9963,1.008
0.234805625,0.0017,-0.0010,0.9971,1.009
0.235370364,0.0000,-0.0017,0.9968,1.009
0.24317401,0.0015,-0.0022,0.9966,1.008
0.243933958,0.0015,-0.0022,0.9951,1.007
0.244363021,0.0015,-0.0022,0.9954,1.007
0.244710885,0.0007,0.0002,0.9946,1.006
0.247344479,0.0020,-0.0024,0.9971,1.009
0.258430417,0.0000,-0.0007,0.9961,1.008
0.259065,0.0012,-0.0012,0.9958,1.008
0.259468594,0.0000,-0.0007,0.9961,1.008
0.259760833,0.0000,-0.0005,0.9949,1.007
0.260155989,0.0005,-0.0022,0.9949,1.007
0.272574739,0.0007,-0.0010,0.9978,1.010
0.273220417,0.0015,-0.0037,0.9951,1.007
0.274143021,0.0012,-0.0002,0.9963,1.008
0.27462401,0.0010,-0.0017,0.9963,1.008
0.274992604,0.0017,-0.0015,0.9971,1.009
0.275309687,0.0024,-0.0007,0.9954,1.007
0.277197552,0.0032,-0.0017,0.9976,1.009
0.278009948,0.0020,-0.0012,0.9919,1.004
0.280673437,0.0017,-0.0012,0.9966,1.008
0.282904323,0.0015,-0.0002,0.9941,1.006
0.287409114,0.0010,-0.0022,0.9949,1.007
0.287995,0.0005,-0.0015,0.9949,1.007
0.290625364,0.0005,-0.0032,0.9963,1.008
0.292486094,0.0015,-0.0015,0.9949,1.007
0.294984739,0.0029,-0.0032,0.9939,1.006
0.297320885,0.0012,-0.0012,0.9956,1.007
0.302834948,0.0024,-0.0007,0.9949,1.007
0.303478802,-0.0002,-0.0015,0.9993,1.011
0.304845312,0.0020,-0.0012,0.9963,1.008
0.30692776,0.0020,-0.0002,0.9968,1.009
0.309705052,0.0007,-0.0017,0.9971,1.009
0.311648542,0.0020,-0.0015,0.9968,1.009
0.314241927,-0.0005,-0.0022,0.9941,1.006
0.318950781,0.0010,-0.0044,0.9946,1.007
0.31951875,0.0007,-0.0020,0.9956,1.007
0.321223021,0.0007,-0.0022,0.9968,1.009
0.323568594,0.0022,-0.0007,0.9966,1.008
0.326117969,0.0027,0.0000,0.9958,1.007
0.330831041,0.0000,-0.0027,0.9934,1.005
0.331328802,0.0020,-0.0010,0.9958,1.008
0.334163437,0.0017,-0.0024,0.9954,1.007
0.335870625,0.0012,-0.0022,0.9971,1.009
0.344819948,-0.0005,-0.0022,0.9958,1.008
0.345405104,0.0022,-0.0022,0.9968,1.009
0.345715625,0.0017,-0.0020,0.9961,1.008
0.346603385,0.0015,-0.0022,0.9978,1.010
0.347466875,0.0002,-0.0015,0.9978,1.010
0.350058437,0.0015,-0.0007,0.9963,1.008
0.35380276,0.0015,-0.0017,0.9951,1.007
0.358402135,0.0007,-0.0017,0.9956,1.007
0.358883281,0.0015,-0.0007,0.9971,1.009
0.359675416,0.0005,0.0007,0.9956,1.007
0.362400677,0.0010,0.0000,0.9944,1.006
0.364514583,0.0010,-0.0012,0.9946,1.006
0.378840052,0.0005,-0.0027,0.9951,1.007
0.379189166,0.0012,0.0000,0.9941,1.006
0.379313489,0.0022,0.0000,0.9966,1.008
0.379418646,0.0015,-0.0017,0.9946,1.006
0.379499166,0.0012,-0.0034,0.9963,1.008
0.380570833,-0.0005,-0.0010,0.9963,1.008
0.382371198,0.0037,-0.0027,0.9968,1.009
0.384956875,0.0015,-0.0024,0.9961,1.008
0.38617,0.0022,-0.0007,0.9951,1.007
0.388485416,0.0024,-0.0002,0.9961,1.008
0.391179583,0.0017,-0.0007,0.9968,1.009
0.393302135,0.0024,-0.0015,0.9961,1.008
0.395737552,0.0017,-0.0005,0.9958,1.008
0.398261406,0.0017,-0.0010,0.9963,1.008
0.402691666,0.0005,-0.0005,0.9958,1.008
0.403582812,0.0015,0.0005,0.9961,1.008
0.405651979,0.0022,-0.0005,0.9946,1.006
0.407452916,0.0017,0.0007,0.9951,1.007
0.409902291,0.0015,-0.0015,0.9939,1.006
0.41219651,0.0005,-0.0012,0.9958,1.008
0.414932708,0.0007,-0.0020,0.9971,1.009
0.418522604,0.0020,-0.0022,0.9956,1.007
0.419756719,0.0015,-0.0024,0.9963,1.008
0.421962083,0.0002,-0.0044,0.9949,1.007
0.424666666,0.0034,-0.0017,0.9937,1.005
0.427234791,0.0012,0.0000,0.9949,1.007
0.429226094,0.0024,0.0007,0.9954,1.007
0.431455052,0.0012,-0.0022,0.9951,1.007
0.436303021,0.0007,-0.0017,0.9973,1.009
0.437191458,0.0012,-0.0024,0.9961,1.008
0.439019635,0.0005,-0.0002,0.9971,1.009
0.441144375,-0.0005,-0.0007,0.9985,1.010
0.443814427,0.0017,-0.0010,0.9963,1.008
0.448309114,0.0020,-0.0010,0.9963,1.008
0.448947135,0.0012,-0.0015,0.9951,1.007
0.452752031,0.0010,-0.0032,0.9937,1.006
0.45334526,-0.0002,-0.0020,0.9954,1.007
0.455414896,0.0007,-0.0032,0.9956,1.008
0.458259791,0.0010,-0.0022,0.9946,1.006
0.460784479,0.0007,-0.0007,0.9973,1.009
0.463214635,0.0012,-0.0015,0.9961,1.008
0.465773854,0.0012,-0.0012,0.9971,1.009
0.468064791,0.0007,-0.0022,0.9937,1.006
0.47055151,0.0022,-0.0010,0.9949,1.007
0.472628906,0.0012,-0.0020,0.9937,1.005
0.474705104,0.0024,-0.0017,0.9963,1.008
0.477663229,0.0017,-0.0022,0.9961,1.008
0.479756823,0.0005,-0.0042,0.9971,1.009
0.482211458,0.0029,-0.0020,0.9968,1.009
0.485090156,0.0005,-0.0010,0.9963,1.008
0.486879635,0.0015,-0.0020,0.9961,1.008
0.489519948,0.0007,-0.0015,0.9956,1.007
0.491888021,0.0020,-0.0017,0.9949,1.007
0.494108594,0.0024,-0.0002,0.9954,1.007
0.497042135,0.0002,-0.0015,0.9951,1.007
0.499079791,0.0022,-0.0012,0.9939,1.006
0.502090833,0.0015,-0.0017,0.9946,1.006
0.503596198,-0.0010,-0.0010,0.9973,1.009
0.506318333,0.0022,-0.0024,0.9946,1.006
0.50890276,0.0015,-0.0029,0.9966,1.008
0.51123125,0.0020,-0.0015,0.9963,1.008
0.513524687,0.0017,0.0007,0.9963,1.008
0.515898437,0.0005,-0.0010,0.9954,1.007
0.518423073,0.0010,-0.0015,0.9956,1.007
0.526929791,0.0007,-0.0020,0.9976,1.009
0.528164791,0.0010,-0.0007,0.9944,1.006
0.530338073,0.0027,0.0000,0.9976,1.009
0.530603385,0.0005,-0.0020,0.9973,1.009
0.530743958,0.0012,-0.0007,0.9966,1.008
0.532340469,0.0000,-0.0015,0.9993,1.011
0.534936041,0.0022,0.0000,0.9956,1.007
0.538864635,0.0005,0.0005,0.9968,1.008
0.53969526,0.0005,0.0000,0.9954,1.007
0.542210781,0.0012,0.0010,0.9961,1.008
0.544570781,0.0012,-0.0027,0.9956,1.007
0.546532448,0.0010,-0.0012,0.9949,1.007
0.548937604,0.0007,-0.0012,0.9961,1.008
0.55187776,0.0015,-0.0034,0.9976,1.009
0.554080312,0.0032,-0.0010,0.9966,1.008
0.556182864,0.0020,-0.0029,0.9971,1.009
0.55856026,0.0000,-0.0032,0.9968,1.009
0.561172604,0.0017,-0.0002,0.9958,1.008
0.564476875,0.0017,-0.0022,0.9983,1.010
0.566116927,0.0027,-0.0007,0.9971,1.009
0.568719375,0.0012,-0.0007,0.9958,1.008
0.570748125,0.0020,-0.0015,0.9980,1.010
0.573057656,0.0027,-0.0017,0.9971,1.009
0.575344062,0.0027,-0.0020,0.9966,1.008
0.577877083,0.0032,-0.0027,0.9963,1.008
0.580365208,0.0005,-0.0012,0.9944,1.006
0.582742552,0.0017,-0.0029,0.9968,1.009
0.585110937,0.0015,-0.0037,0.9966,1.009
0.587865468,0.0007,-0.0024,0.9963,1.008
0.590091458,0.0012,0.0000,0.9946,1.006
0.593313333,0.0010,-0.0010,0.9954,1.007
0.594967708,0.0029,-0.0007,0.9956,1.007
0.597745156,0.0027,-0.0012,0.9973,1.009
0.599807031,0.0012,-0.0002,0.9951,1.007
0.605813281,0.0024,-0.0015,0.9966,1.008
0.606732864,0.0022,-0.0017,0.9944,1.006
0.607093958,0.0027,-0.0005,0.9961,1.008
0.6093225,0.0020,-0.0005,0.9973,1.009
0.611975677,0.0007,-0.0020,0.9949,1.007
0.613883958,0.0022,-0.0020,0.9961,1.008
0.616296041,0.0024,-0.0012,0.9966,1.008
0.620879114,0.0010,-0.0007,0.9951,1.007
0.621735885,0.0015,-0.0012,0.9978,1.010
0.623549375,0.0017,-0.0020,0.9949,1.007
0.625969531,0.0027,-0.0002,0.9956,1.007
0.628718958,0.0012,-0.0012,0.9968,1.009
0.631098073,0.0000,-0.0022,0.9949,1.007
0.633160781,0.0024,-0.0007,0.9951,1.007
0.635862343,0.0000,-0.0005,0.9963,1.008
0.638344531,0.0022,-0.0005,0.9949,1.007
0.640382448,0.0005,-0.0029,0.9968,1.009
0.642740416,0.0012,-0.0024,0.9934,1.005
0.645159166,0.0024,-0.0029,0.9966,1.008
0.647293021,0.0012,-0.0010,0.9961,1.008
0.652029271,0.0010,-0.0002,0.9946,1.006
0.652365156,0.0005,-0.0024,0.9963,1.008
0.655917448,0.0007,0.0002,0.9951,1.007
0.657115573,0.0012,-0.0032,0.9968,1.009
0.659501979,0.0024,-0.0034,0.9966,1.008
0.663524635,0.0005,-0.0029,0.9968,1.009
0.664668489,0.0012,-0.0027,0.9937,1.006
0.667160937,0.0017,0.0005,0.9966,1.008
0.670350781,0.0029,-0.0029,0.9961,1.008
0.673060312,0.0015,-0.0029,0.9958,1.008
0.676055052,0.0022,-0.0027,0.9990,1.011
0.676569114,0.0015,-0.0015,0.9949,1.007
0.678834687,0.0015,-0.0039,0.9973,1.009
0.682808281,0.0005,0.0005,0.9971,1.009
0.683439583,0.0020,-0.0017,0.9949,1.007
0.68654901,0.0007,-0.0010,0.9961,1.008
0.688421614,0.0024,-0.0005,0.9961,1.008
0.690750729,0.0012,-0.0007,0.9958,1.008
0.69346625,0.0005,-0.0012,0.9958,1.008
0.695844948,0.0002,0.0007,0.9968,1.008
0.698771562,0.0020,-0.0010,0.9966,1.008
0.700169375,0.0005,-0.0007,0.9963,1.008
0.703321041,0.0007,-0.0022,0.9968,1.009
0.705245625,0.0010,-0.0029,0.9954,1.007
0.707374896,0.0010,-0.0020,0.9951,1.007
0.709785729,-0.0005,-0.0007,0.9946,1.006
0.712268646,0.0012,-0.0010,0.9949,1.007
0.715073698,0.0010,-0.0017,0.9958,1.008
0.716971146,0.0015,-0.0020,0.9985,1.010
0.724594427,0.0027,-0.0010,0.9968,1.009
0.725208281,0.0010,-0.0020,0.9937,1.005
0.72565151,-0.0007,-0.0012,0.9968,1.009
0.727954635,0.0022,-0.0024,0.9963,1.008
0.729317552,0.0000,0.0000,0.9968,1.009
0.732023906,0.0029,-0.0010,0.9971,1.009
0.73661,-0.0002,-0.0015,0.9983,1.010
0.737023385,0.0029,-0.0032,0.9968,1.009
0.738632812,0.0012,-0.0027,0.9963,1.008
0.741152291,0.0024,-0.0029,0.9958,1.008
0.743584531,0.0002,0.0002,0.9954,1.007
0.745792135,0.0005,-0.0007,0.9951,1.007
0.748703073,0.0012,-0.0024,0.9973,1.009
0.752421771,-0.0005,-0.0015,0.9983,1.010
0.755055104,-0.0002,-0.0015,0.9961,1.008
0.755577135,0.0020,-0.0029,0.9973,1.009
0.757929375,0.0012,-0.0015,0.9978,1.010
0.760180937,0.0027,-0.0010,0.9988,1.010
0.763008385,0.0020,-0.0027,0.9973,1.009
0.766558177,-0.0005,-0.0017,0.9934,1.005
0.769047135,-0.0002,-0.0007,0.9954,1.007
0.770211093,0.0000,-0.0029,0.9958,1.008
0.772329635,0.0012,-0.0022,0.9963,1.008
0.774634114,0.0037,-0.0012,0.9954,1.007
0.777114531,0.0017,0.0002,0.9973,1.009
0.77973052,0.0015,-0.0034,0.9980,1.010
0.781777708,0.0010,-0.0005,0.9966,1.008
0.784781979,0.0017,-0.0020,0.9954,1.007
0.788930104,0.0020,-0.0039,0.9951,1.007
0.789819531,0.0037,-0.0032,0.9961,1.008
0.791998645,0.0022,-0.0017,0.9946,1.006
0.793841406,0.0024,-0.0027,0.9956,1.007
0.796883541,0.0015,-0.0007,0.9963,1.008
0.798764427,0.0027,-0.0024,0.9973,1.009
0.803097604,0.0002,-0.0015,0.9980,1.010
0.804698906,0.0010,-0.0020,0.9971,1.009
0.805943333,0.0015,-0.0024,0.9963,1.008
0.808487239,0.0034,-0.0034,0.9956,1.008
0.810661093,0.0007,-0.0042,0.9949,1.007
0.81369901,0.0012,0.0000,0.9934,1.005
0.815554895,0.0022,-0.0002,0.9958,1.008
0.818167083,0.0017,-0.0024,0.9971,1.009
0.820292343,0.0017,0.0000,0.9963,1.008
0.822440989,0.0020,-0.0007,0.9968,1.009
0.825230208,0.0024,-0.0002,0.9956,1.007
0.827568281,0.0017,-0.0015,0.9963,1.008
0.830690937,0.0010,-0.0020,0.9951,1.007
0.832399635,0.0020,-0.0017,0.9956,1.007
0.843534114,0.0020,-0.0032,0.9954,1.007
0.84463276,0.0015,-0.0010,0.9961,1.008
0.845101562,0.0005,-0.0027,0.9971,1.009
0.845478906,0.0005,-0.0012,0.9976,1.009
0.845846979,0.0005,-0.0022,0.9973,1.009
0.84757151,0.0024,-0.0022,0.9966,1.008
0.84901276,0.0022,-0.0007,0.9968,1.009
0.855319948,0.0022,-0.0012,0.9966,1.008
0.856742448,-0.0002,-0.0002,0.9980,1.010
0.857257448,0.0002,-0.0010,0.9951,1.007
0.858810625,0.0007,-0.0012,0.9978,1.010
0.861402239,0.0017,-0.0034,0.9946,1.007
0.863857812,0.0012,-0.0010,0.9963,1.008
0.865898385,0.0012,-0.0007,0.9956,1.007
0.870239114,0.0007,-0.0015,0.9961,1.008
0.871404114,0.0015,-0.0027,0.9980,1.010
0.873013489,0.0012,-0.0005,0.9963,1.008
0.875331979,0.0015,0.0012,0.9966,1.008
0.877745468,0.0010,0.0005,0.9973,1.009
0.880466354,0.0029,-0.0020,0.9954,1.007
0.882681666,0.0002,-0.0022,0.9958,1.008
0.885775468,0.0012,-0.0007,0.9980,1.010
0.887662395,0.0029,-0.0032,0.9961,1.008
0.889822708,0.0020,-0.0020,0.9980,1.010
0.892502239,0.0015,-0.0020,0.9956,1.007
0.894906823,0.0024,-0.0007,0.9978,1.010
0.897262916,0.0017,0.0010,0.9978,1.009
0.89945901,0.0020,-0.0005,0.9951,1.007
0.902084479,-0.0012,-0.0020,0.9966,1.008
0.904682864,0.0002,0.0000,0.9949,1.007
0.906716666,0.0015,-0.0002,0.9983,1.010
0.910278177,0.0007,-0.0005,0.9973,1.009
0.912610052,0.0007,-0.0015,0.9968,1.009
0.917213281,0.0005,-0.0020,0.9961,1.008
0.921638698,0.0024,-0.0017,0.9941,1.006
0.922514479,0.0010,-0.0039,0.9946,1.007
0.922984375,0.0032,-0.0020,0.9932,1.005
0.923542968,0.0017,-0.0039,0.9951,1.007
0.925703437,0.0012,-0.0022,0.9958,1.008
0.928282083,0.0010,-0.0020,0.9961,1.008
0.930832395,0.0015,-0.0012,0.9963,1.008
0.932986666,0.0020,0.0005,0.9949,1.007
0.935297083,0.0002,-0.0010,0.9971,1.009
0.937700729,0.0015,-0.0024,0.9980,1.010
0.940071562,0.0015,-0.0015,0.9963,1.008
0.942628177,0.0012,-0.0012,0.9949,1.007
0.947527395,0.0022,-0.0022,0.9968,1.009
0.948052031,0.0010,-0.0010,0.9968,1.009
0.949721041,0.0032,-0.0012,0.9971,1.009
0.952168593,0.0032,-0.0020,0.9966,1.008
0.954602239,0.0010,-0.0034,0.9961,1.008
0.957050729,0.0017,-0.0005,0.9968,1.009
0.959368958,0.0017,-0.0027,0.9956,1.007
0.963085833,0.0017,-0.0020,0.9973,1.009
0.964465677,0.0017,0.0002,0.9954,1.007
0.966620937,0.0024,-0.0012,0.9971,1.009
0.970015729,0.0027,-0.0027,0.9963,1.008
0.97152776,0.0017,-0.0022,0.9968,1.009
0.976443385,0.0027,-0.0017,0.9963,1.008
0.977093125,0.0017,-0.0032,0.9949,1.007
0.978981614,0.0027,0.0000,0.9951,1.007
0.981342135,0.0020,-0.0010,0.9983,1.010
0.983444375,0.0012,-0.0012,0.9976,1.009
0.987683177,0.0012,-0.0022,0.9976,1.009
0.988220625,0.0022,-0.0012,0.9939,1.006
0.992302968,0.0027,-0.0012,0.9968,1.009
0.993331406,0.0007,-0.0027,0.9988,1.011
0.99528927,0.0027,-0.0020,0.9968,1.009
0.998140104,0.0002,-0.0024,0.9951,1.007
1.000861666,-0.0010,-0.0027,0.9963,1.008
1.002620208,0.0010,-0.0017,0.9976,1.009
1.006173854,0.0012,-0.0032,0.9968,1.009
1.007622239,0.0022,-0.0005,0.9961,1.008
1.010481979,0.0022,-0.0020,0.9976,1.009
1.012088541,0.0010,0.0000,0.9971,1.009
1.014700208,0.0027,-0.0015,0.9946,1.006
1.017053593,0.0017,-0.0020,0.9961,1.008
1.01938026,0.0005,0.0000,0.9976,1.009
1.021711197,0.0005,-0.0010,0.9949,1.007
1.024480833,0.0015,-0.0010,0.9961,1.008
1.027232864,0.0010,-0.0005,0.9971,1.009
1.029082916,0.0017,-0.0022,0.9949,1.007
1.032105156,0.0015,-0.0034,0.9978,1.010
1.033815364,0.0022,0.0005,0.9961,1.008
1.037865729,0.0012,0.0000,0.9958,1.008
1.03936177,0.0020,-0.0020,0.9949,1.007
1.040933072,0.0022,-0.0024,0.9968,1.009
1.04371901,0.0010,-0.0012,0.9961,1.008
1.047688437,0.0002,0.0007,0.9966,1.008
1.048209739,0.0010,-0.0020,0.9966,1.008
1.050569687,0.0010,-0.0015,0.9961,1.008
1.053047812,0.0002,-0.0022,0.9968,1.009
1.055371979,0.0010,0.0005,0.9971,1.009
1.05798401,0.0007,-0.0020,0.9958,1.008
1.06005625,0.0002,0.0000,0.9944,1.006
1.062743385,0.0005,-0.0017,0.9961,1.008
1.067063645,0.0010,-0.0022,0.9978,1.010
1.06886276,0.0029,-0.0005,0.9963,1.008
1.069678697,0.0005,-0.0002,0.9956,1.007
1.072097447,0.0010,-0.0005,0.9958,1.008
1.07454526,0.0022,-0.0020,0.9968,1.009
1.076893333,0.0020,-0.0005,0.9978,1.009
1.07930427,0.0032,-0.0005,0.9966,1.008
1.082024062,0.0022,-0.0002,0.9958,1.008
1.084246666,0.0024,-0.0020,0.9956,1.007
1.086690677,0.0005,-0.0022,0.9971,1.009
1.08895625,0.0007,-0.0029,0.9958,1.008
1.091304687,0.0017,-0.0032,0.9966,1.008
1.09374677,0.0005,-0.0029,0.9944,1.006
1.096495989,0.0017,-0.0002,0.9951,1.007
1.100558437,0.0002,-0.0022,0.9946,1.006
1.101461302,0.0037,-0.0020,0.9951,1.007
1.109419895,0.0022,-0.0017,0.9961,1.008
1.110275625,0.0020,0.0010,0.9971,1.009
1.110758281,0.0000,-0.0037,0.9956,1.008
1.114770416,0.0010,-0.0042,0.9934,1.005
1.115302656,0.0012,-0.0024,0.9966,1.008
1.115964583,0.0015,-0.0010,0.9966,1.008
1.11901875,0.0015,-0.0015,0.9980,1.010
1.124739479,-0.0002,0.0000,0.9976,1.009
1.126067135,0.0005,-0.0015,0.9961,1.008
1.126796666,-0.0010,-0.0005,0.9966,1.008
1.132318958,0.0020,-0.0012,0.9976,1.009
1.132884687,0.0000,-0.0029,0.9961,1.008
1.133291927,0.0024,-0.0049,0.9961,1.008
1.134801197,0.0022,-0.0012,0.9968,1.009
1.138531354,0.0005,-0.0007,0.9985,1.010
1.139661406,0.0022,-0.0027,0.9949,1.007
1.142183697,0.0002,0.0002,0.9966,1.008
1.144468281,0.0005,-0.0007,0.9973,1.009
1.147297916,0.0032,-0.0002,0.9951,1.007
1.149643333,0.0027,-0.0020,0.9961,1.008
1.151621197,0.0039,-0.0017,0.9946,1.006
1.153867187,0.0027,0.0000,0.9961,1.008
1.156610208,0.0032,-0.0007,0.9958,1.008
1.159154479,0.0037,-0.0020,0.9963,1.008
1.161554635,0.0029,-0.0029,0.9946,1.007
1.163515989,0.0015,-0.0024,0.9963,1.008
1.165919062,0.0012,-0.0010,0.9973,1.009
1.16868526,0.0010,-0.0012,0.9968,1.009
1.170764635,0.0000,-0.0024,0.9954,1.007
1.173039895,0.0022,0.0017,0.9958,1.007
1.175709531,0.0000,0.0002,0.9944,1.006
1.177896979,0.0007,-0.0039,0.9951,1.007
1.180329635,0.0012,-0.0024,0.9963,1.008
1.182594322,0.0015,-0.0020,0.9963,1.008
1.185473125,0.0027,-0.0027,0.9968,1.009
1.188684218,0.0024,-0.0010,0.9968,1.009
